
Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:06 2025
Timers Off: Sat Jan 25 21:32:07 2025

Wall Time:        0.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.083u      0.000s      0.006w      1 calls
| V: Grid                           :      0.000u      0.000s      0.003w      1 calls
| | build grid                      :      0.000u      0.000s      0.001w      1 calls
| | post-process grid               :      0.000u      0.000s      0.001w      1 calls
| SAP: Form V                       :      0.083u      0.000s      0.003w      1 calls
| | Properties                      :      0.050u      0.000s      0.001w    213 calls
| | Functional                      :      0.017u      0.000s      0.000w    213 calls
| | V_xc                            :      0.017u      0.000s      0.001w    213 calls
HF: Form G                          :      0.017u      0.067s      0.007w      1 calls
| UV: Form V                        :      0.017u      0.067s      0.006w      1 calls
| | Properties                      :      0.000u      0.050s      0.002w    213 calls
| | Functional                      :      0.000u      0.000s      0.001w    213 calls
| | V_xc                            :      0.017u      0.000s      0.002w    213 calls
| JK: D                             :      0.000u      0.000s      0.000w      1 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      1 calls
| JK: JK                            :      0.000u      0.000s      0.000w      1 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.000w      1 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      1 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.000w      1 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.000w      1 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      1 calls
HF: Form F                          :      0.000u      0.000s      0.000w      1 calls
HF: DIIS                            :      0.017u      0.017s      0.002w      1 calls
HF: Form C                          :      0.000u      0.000s      0.000w      1 calls
HF: Form D                          :      0.000u      0.000s      0.000w      1 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:07 2025
Timers Off: Sat Jan 25 21:32:07 2025

Wall Time:        0.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:07 2025
Timers Off: Sat Jan 25 21:32:07 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:07 2025
Timers Off: Sat Jan 25 21:32:08 2025

Wall Time:        0.34 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:08 2025
Timers Off: Sat Jan 25 21:32:08 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:08 2025
Timers Off: Sat Jan 25 21:32:09 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:09 2025
Timers Off: Sat Jan 25 21:32:09 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:09 2025
Timers Off: Sat Jan 25 21:32:10 2025

Wall Time:        0.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.017u      0.000s      0.005w      2 calls
build grid                          :      0.000u      0.000s      0.002w      2 calls
post-process grid                   :      0.017u      0.000s      0.003w      2 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.001w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.000w      3 calls
DFH: initialize()                   :      0.000u      0.000s      0.001w      1 calls
DFH: AO Construction                :      0.000u      0.000s      0.000w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.050u      0.000s      0.006w      1 calls
SAP: Form V                         :      0.033u      0.000s      0.003w      1 calls
Properties                          :      0.050u      0.033s      0.014w   1484 calls
Functional                          :      0.317u      0.000s      0.033w   1484 calls
V_xc                                :      0.117u      0.000s      0.016w   1484 calls
HF: Form G                          :      0.467u      0.033s      0.064w      6 calls
UV: Form V                          :      0.450u      0.033s      0.064w      6 calls
JK: D                               :      0.000u      0.000s      0.000w      6 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      6 calls
JK: JK                              :      0.017u      0.000s      0.000w      6 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.000w      6 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      6 calls
DFH: compute_J                      :      0.000u      0.000s      0.000w      6 calls
DFH: compute_K                      :      0.000u      0.000s      0.000w      6 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      6 calls
HF: Form F                          :      0.000u      0.000s      0.000w      6 calls
HF: DIIS                            :      0.617u      0.050s      0.086w      6 calls
HF: Form C                          :      0.000u      0.000s      0.001w      6 calls
HF: Form D                          :      0.000u      0.000s      0.000w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.017u      0.000s      0.002w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.017u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.001w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.000w      1 calls
DFH: initialize()                   :      0.000u      0.000s      0.001w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.000w      2 calls
| DFH: AO Construction              :      0.000u      0.000s      0.000w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.050u      0.000s      0.006w      1 calls
| V: Grid                           :      0.000u      0.000s      0.003w      1 calls
| | build grid                      :      0.000u      0.000s      0.001w      1 calls
| | post-process grid               :      0.000u      0.000s      0.001w      1 calls
| SAP: Form V                       :      0.033u      0.000s      0.003w      1 calls
| | Properties                      :      0.000u      0.000s      0.001w    212 calls
| | Functional                      :      0.017u      0.000s      0.000w    212 calls
| | V_xc                            :      0.017u      0.000s      0.001w    212 calls
HF: Form G                          :      0.467u      0.033s      0.064w      6 calls
| UV: Form V                        :      0.450u      0.033s      0.064w      6 calls
| | Properties                      :      0.050u      0.033s      0.013w   1272 calls
| | Functional                      :      0.300u      0.000s      0.033w   1272 calls
| | V_xc                            :      0.100u      0.000s      0.016w   1272 calls
| JK: D                             :      0.000u      0.000s      0.000w      6 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      6 calls
| JK: JK                            :      0.017u      0.000s      0.000w      6 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.000w      6 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      6 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.000w      6 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.000w      6 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      6 calls
HF: Form F                          :      0.000u      0.000s      0.000w      6 calls
HF: DIIS                            :      0.617u      0.050s      0.086w      6 calls
HF: Form C                          :      0.000u      0.000s      0.001w      6 calls
HF: Form D                          :      0.000u      0.000s      0.000w      6 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:10 2025
Timers Off: Sat Jan 25 21:32:10 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:10 2025
Timers Off: Sat Jan 25 21:32:10 2025

Wall Time:        0.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:10 2025
Timers Off: Sat Jan 25 21:32:11 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:11 2025
Timers Off: Sat Jan 25 21:32:11 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:11 2025
Timers Off: Sat Jan 25 21:32:12 2025

Wall Time:        0.68 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.033u      0.000s      0.005w      2 calls
build grid                          :      0.033u      0.000s      0.002w      2 calls
post-process grid                   :      0.000u      0.000s      0.003w      2 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.007w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.009w      3 calls
DFH: initialize()                   :      0.017u      0.000s      0.008w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.002w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.100u      0.000s      0.009w      1 calls
SAP: Form V                         :      0.050u      0.000s      0.006w      1 calls
Properties                          :      0.200u      0.433s      0.045w   2016 calls
Functional                          :      0.117u      0.333s      0.048w   2016 calls
V_xc                                :      0.200u      0.533s      0.050w   2016 calls
HF: Form G                          :      0.500u      1.450s      0.149w      7 calls
UV: Form V                          :      0.500u      1.417s      0.147w      7 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.000u      0.017s      0.001w      7 calls
DFH: compute_JK()                   :      0.000u      0.017s      0.001w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.017s      0.000w      7 calls
DFH: compute_K                      :      0.000u      0.000s      0.000w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.250u      1.433s      0.114w      7 calls
HF: Form C                          :      0.000u      0.000s      0.001w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.017u      0.000s      0.003w      1 calls
| build grid                        :      0.017u      0.000s      0.001w      1 calls
| post-process grid                 :      0.000u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.007w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.006w      1 calls
DFH: initialize()                   :      0.017u      0.000s      0.008w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.003w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.002w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.100u      0.000s      0.009w      1 calls
| V: Grid                           :      0.017u      0.000s      0.003w      1 calls
| | build grid                      :      0.017u      0.000s      0.001w      1 calls
| | post-process grid               :      0.000u      0.000s      0.002w      1 calls
| SAP: Form V                       :      0.050u      0.000s      0.006w      1 calls
| | Properties                      :      0.017u      0.000s      0.003w    252 calls
| | Functional                      :      0.000u      0.000s      0.000w    252 calls
| | V_xc                            :      0.033u      0.000s      0.002w    252 calls
HF: Form G                          :      0.500u      1.450s      0.149w      7 calls
| UV: Form V                        :      0.500u      1.417s      0.147w      7 calls
| | Properties                      :      0.183u      0.433s      0.042w   1764 calls
| | Functional                      :      0.117u      0.333s      0.048w   1764 calls
| | V_xc                            :      0.167u      0.533s      0.048w   1764 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.017s      0.001w      7 calls
| | DFH: compute_JK()               :      0.000u      0.017s      0.001w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.017s      0.000w      7 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.000w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.250u      1.433s      0.114w      7 calls
HF: Form C                          :      0.000u      0.000s      0.001w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:12 2025
Timers Off: Sat Jan 25 21:32:12 2025

Wall Time:        0.31 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:12 2025
Timers Off: Sat Jan 25 21:32:13 2025

Wall Time:        0.69 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.033u      0.000s      0.006w      2 calls
build grid                          :      0.017u      0.000s      0.002w      2 calls
post-process grid                   :      0.017u      0.000s      0.004w      2 calls
DFH: sparsity prep                  :      0.000u      0.017s      0.007w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.017s      0.009w      3 calls
DFH: initialize()                   :      0.033u      0.000s      0.008w      1 calls
DFH: AO Construction                :      0.000u      0.000s      0.002w      1 calls
DFH: AO-Met. Contraction            :      0.017u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.167u      0.083s      0.016w      1 calls
SAP: Form V                         :      0.117u      0.083s      0.011w      1 calls
Properties                          :      0.267u      0.317s      0.046w   2016 calls
Functional                          :      0.283u      0.317s      0.048w   2016 calls
V_xc                                :      0.367u      0.300s      0.050w   2016 calls
HF: Form G                          :      0.867u      0.933s      0.144w      7 calls
UV: Form V                          :      0.850u      0.933s      0.142w      7 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.017u      0.000s      0.001w      7 calls
DFH: compute_JK()                   :      0.017u      0.000s      0.001w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.000s      0.000w      7 calls
DFH: compute_K                      :      0.017u      0.000s      0.000w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.333u      1.350s      0.117w      7 calls
HF: Form C                          :      0.000u      0.000s      0.001w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.000u      0.000s      0.003w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.000u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.000u      0.017s      0.007w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.005w      1 calls
DFH: initialize()                   :      0.033u      0.000s      0.008w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.003w      2 calls
| DFH: AO Construction              :      0.000u      0.000s      0.002w      1 calls
| DFH: AO-Met. Contraction          :      0.017u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.167u      0.083s      0.016w      1 calls
| V: Grid                           :      0.033u      0.000s      0.004w      1 calls
| | build grid                      :      0.017u      0.000s      0.001w      1 calls
| | post-process grid               :      0.017u      0.000s      0.003w      1 calls
| SAP: Form V                       :      0.117u      0.083s      0.011w      1 calls
| | Properties                      :      0.067u      0.033s      0.005w    252 calls
| | Functional                      :      0.000u      0.017s      0.001w    252 calls
| | V_xc                            :      0.033u      0.017s      0.003w    252 calls
HF: Form G                          :      0.867u      0.933s      0.144w      7 calls
| UV: Form V                        :      0.850u      0.933s      0.142w      7 calls
| | Properties                      :      0.200u      0.283s      0.040w   1764 calls
| | Functional                      :      0.283u      0.300s      0.047w   1764 calls
| | V_xc                            :      0.333u      0.283s      0.047w   1764 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.017u      0.000s      0.001w      7 calls
| | DFH: compute_JK()               :      0.017u      0.000s      0.001w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_K                :      0.017u      0.000s      0.000w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.333u      1.350s      0.117w      7 calls
HF: Form C                          :      0.000u      0.000s      0.001w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:13 2025
Timers Off: Sat Jan 25 21:32:13 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:13 2025
Timers Off: Sat Jan 25 21:32:14 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:14 2025
Timers Off: Sat Jan 25 21:32:14 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:14 2025
Timers Off: Sat Jan 25 21:32:14 2025

Wall Time:        0.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:15 2025
Timers Off: Sat Jan 25 21:32:15 2025

Wall Time:        0.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.017u      0.000s      0.005w      2 calls
build grid                          :      0.000u      0.000s      0.002w      2 calls
post-process grid                   :      0.017u      0.000s      0.003w      2 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.007w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.009w      3 calls
DFH: initialize()                   :      0.017u      0.000s      0.006w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.001w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.067u      0.000s      0.009w      1 calls
SAP: Form V                         :      0.033u      0.000s      0.006w      1 calls
Properties                          :      0.117u      0.450s      0.043w   1856 calls
Functional                          :      0.133u      0.467s      0.049w   1856 calls
V_xc                                :      0.167u      0.500s      0.050w   1856 calls
HF: Form G                          :      0.400u      1.567s      0.148w      7 calls
UV: Form V                          :      0.400u      1.550s      0.145w      7 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.000u      0.000s      0.001w      7 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.001w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.000s      0.000w      7 calls
DFH: compute_K                      :      0.000u      0.000s      0.000w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.250u      1.433s      0.117w      7 calls
HF: Form C                          :      0.017u      0.000s      0.001w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.000u      0.000s      0.002w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.000u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.007w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.005w      1 calls
DFH: initialize()                   :      0.017u      0.000s      0.006w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.003w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.001w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.067u      0.000s      0.009w      1 calls
| V: Grid                           :      0.017u      0.000s      0.003w      1 calls
| | build grid                      :      0.000u      0.000s      0.001w      1 calls
| | post-process grid               :      0.017u      0.000s      0.001w      1 calls
| SAP: Form V                       :      0.033u      0.000s      0.006w      1 calls
| | Properties                      :      0.000u      0.000s      0.003w    232 calls
| | Functional                      :      0.000u      0.000s      0.000w    232 calls
| | V_xc                            :      0.033u      0.000s      0.002w    232 calls
HF: Form G                          :      0.400u      1.567s      0.148w      7 calls
| UV: Form V                        :      0.400u      1.550s      0.145w      7 calls
| | Properties                      :      0.117u      0.450s      0.041w   1624 calls
| | Functional                      :      0.133u      0.467s      0.049w   1624 calls
| | V_xc                            :      0.133u      0.500s      0.048w   1624 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.000s      0.001w      7 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.001w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.000w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.250u      1.433s      0.117w      7 calls
HF: Form C                          :      0.017u      0.000s      0.001w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:15 2025
Timers Off: Sat Jan 25 21:32:16 2025

Wall Time:        0.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:16 2025
Timers Off: Sat Jan 25 21:32:16 2025

Wall Time:        0.72 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.050u      0.000s      0.005w      2 calls
build grid                          :      0.017u      0.000s      0.002w      2 calls
post-process grid                   :      0.033u      0.000s      0.003w      2 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.007w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.008w      3 calls
DFH: initialize()                   :      0.017u      0.000s      0.006w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.001w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.067u      0.000s      0.009w      1 calls
SAP: Form V                         :      0.033u      0.000s      0.006w      1 calls
Properties                          :      0.100u      0.483s      0.051w   2088 calls
Functional                          :      0.233u      0.400s      0.058w   2088 calls
V_xc                                :      0.250u      0.467s      0.058w   2088 calls
HF: Form G                          :      0.550u      1.600s      0.172w      8 calls
UV: Form V                          :      0.550u      1.550s      0.170w      8 calls
JK: D                               :      0.000u      0.000s      0.000w      8 calls
